subject_id	subject_label	predicate_id	predicate_label	object_id	object_label	match_type	mapping_provider
SCDO:0009201	Chronic Cholecystitis	oio:hasDbXref	database cross reference	NCIT:C35146		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0002912	Metronidazole	oio:hasDbXref	database cross reference	CHEBI:6909		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000452	Cancer Pain	oio:hasDbXref	database cross reference	MESH:D000072716		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000902	Physiological Assay	oio:hasDbXref	database cross reference	ERO:0001292		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000309	Cyanosis	oio:hasDbXref	database cross reference	HP:0000961		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000039	Alcohol Intake	oio:hasDbXref	database cross reference	NBO:0000131		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000865	Paralysis	oio:hasDbXref	database cross reference	HP:0003470		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000721	mmHg	oio:hasDbXref	database cross reference	UO:0000272		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000202	Cerebral Aneurysm	oio:hasDbXref	database cross reference	NCIT:C27222		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000559	Male	oio:hasDbXref	database cross reference	NCIT:C20197		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000499	Heart Contraction Pressure	oio:hasDbXref	database cross reference	CMO:0000665		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000392	Sp1 Transcription Factor	oio:hasDbXref	database cross reference	MESH:D016329		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000441	Blood Granulocyte Count	oio:hasDbXref	database cross reference	CMO:0000111		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000592	Hyperparathyroidism	oio:hasDbXref	database cross reference	HP:0000843		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000455	Global Mental Status Screener	oio:hasDbXref	database cross reference	phenX:130700		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0008145	Macroscopic Hematuria	oio:hasDbXref	database cross reference	HP:0012587		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001144	Thalassemia	oio:hasDbXref	database cross reference	NCIT:C35069		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000609	Decreased Red Blood Cell Count	oio:hasDbXref	database cross reference	HP:0020060		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000679	Kyphosis	oio:hasDbXref	database cross reference	HP:0002808		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000388	Disaster	oio:hasDbXref	database cross reference	MESH:D004190		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000369	Diabetic Ketoacidosis	oio:hasDbXref	database cross reference	HP:0001953		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000155	deprecated-Bone Sclerosis	oio:hasDbXref	database cross reference	MESH:D010026		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000043	Gender Identity	oio:hasDbXref	database cross reference	MESH:D005783		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001041	Seroepidemiologic Studies	oio:hasDbXref	database cross reference	MESH:D016036		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000068	Anxiety	oio:hasDbXref	database cross reference	SYMP:0000412		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000664	Elevated Serum Alkaline Phosphatase	oio:hasDbXref	database cross reference	HP:0003155		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0006301	Abnormality of the Skeletal System	oio:hasDbXref	database cross reference	HP:0000924		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000477	Sickle Cell Dactylitis	oio:hasDbXref	database cross reference	NCIT:C28516		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000265	Coma	oio:hasDbXref	database cross reference	MESH:D003128		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000246	Clinical Competence	oio:hasDbXref	database cross reference	MESH:D002983		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000492	Health Records	oio:hasDbXref	database cross reference	MESH:D055991		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001305	Exercise	oio:hasDbXref	database cross reference	NCIT:C16567		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0007438	Bone Marrow Hyperplasia	oio:hasDbXref	database cross reference	NCIT:C2905		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0008062	Hepatitis B Vaccine	oio:hasDbXref	database cross reference	NCIT:C29091		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000285	Abnormal Erythrocyte Morphology	oio:hasDbXref	database cross reference	HP:0001877		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001246	Witchcraft	oio:hasDbXref	database cross reference	MESH:D018599		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000569	History of Transfusion	oio:hasDbXref	database cross reference	NCIT:C30142		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000158	Bradykinesia	oio:hasDbXref	database cross reference	HP:0002067		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0002870	Ischemic Cholitis	oio:hasDbXref	database cross reference	DOID:0060181		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000647	Abnormal Circulating Nitrogen Compound Concentration	oio:hasDbXref	database cross reference	HP:0004364		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001252	X-Ray Therapy	oio:hasDbXref	database cross reference	MESH:D014964		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000282	African Iron Overload	oio:hasDbXref	database cross reference	DOID:0111033		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000294	Abnormality of the Eye	oio:hasDbXref	database cross reference	HP:0000478		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0007495	Risk	oio:hasDbXref	database cross reference	MESH:D012306		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000133	Blood Test	oio:hasDbXref	database cross reference	MESH:D006403		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000831	Onychomycosis	oio:hasDbXref	database cross reference	HP:0012203		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000744	Meningitis	oio:hasDbXref	database cross reference	HP:0001287		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0004836	Angina	oio:hasDbXref	database cross reference	OAE:0002122		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000028	Adverse Drug Event	oio:hasDbXref	database cross reference	OAE:0000005		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000587	Hyperinsulinemia	oio:hasDbXref	database cross reference	HP:0000842		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000651	Abnormal Urine Homeostasis	oio:hasDbXref	database cross reference	HP:0003110		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000639	Abnormal Red Blood Cell Distribution Width	oio:hasDbXref	database cross reference	MP:0010066		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000282	Controlled Pre-Post Studies	oio:hasDbXref	database cross reference	MESH:D065187		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0007383	Pulmonary Infiltrate	oio:hasDbXref	database cross reference	NCIT:C102531		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0009968	Focal Segmental Glomerulosclerosis	oio:hasDbXref	database cross reference	HP:0000097		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000716	Breaths per Minute	oio:hasDbXref	database cross reference	NCIT:C49674		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000616	Abnormal Thrombocyte Morphology	oio:hasDbXref	database cross reference	HP:0001872		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000429	Encephalopathy	oio:hasDbXref	database cross reference	HP:0001298		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000468	Demographic Factor	oio:hasDbXref	database cross reference	NCIT:C16495		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000440	Epilepsy Screener	oio:hasDbXref	database cross reference	phenX:130401		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0005593	Genetic Code	oio:hasDbXref	database cross reference	MESH:D005815		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001329	Folic Acid	oio:hasDbXref	database cross reference	MESH:D005492		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000590	Hyperlipidemia	oio:hasDbXref	database cross reference	HP:0003077		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000351	Pulse Oximetry	oio:hasDbXref	database cross reference	NCIT:C38085		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000565	Historically Controlled Study	oio:hasDbXref	database cross reference	MESH:D065386		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000937	Psychological Stress	oio:hasDbXref	database cross reference	MESH:D013315		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000915	Polyvalent Pneumococcal Vaccine	oio:hasDbXref	database cross reference	NCIT:C1643		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0002729	Failure to Thrive	oio:hasDbXref	database cross reference	HP:0001508		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000846	Otitis Media	oio:hasDbXref	database cross reference	HP:0000388		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000012	Acne	oio:hasDbXref	database cross reference	HP:0001061		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001035	Self Efficacy	oio:hasDbXref	database cross reference	MESH:D020377		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0006481	Mesangial Hypercellularity	oio:hasDbXref	database cross reference	HP:0012574		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000262	Abnormality of Prenatal Development or Birth	oio:hasDbXref	database cross reference	HP:0001197		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0007836	Posterior Reversible Leukoencephalopathy	oio:hasDbXref	database cross reference	NCIT:C78598		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000514	Hemoglobin S	oio:hasDbXref	database cross reference	MESH:D006451		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001107	Stigma	oio:hasDbXref	database cross reference	MESH:D057545		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000764	Low Level Albuminuria	oio:hasDbXref	database cross reference	HP:0012594		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000597	Hyphema	oio:hasDbXref	database cross reference	HP:0011886		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000261	Avitaminosis	oio:hasDbXref	database cross reference	MESH:D001361		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000563	Yes	oio:hasDbXref	database cross reference	OPMI:0000023		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0002903	Hypogonadotropic Hypogonadism	oio:hasDbXref	database cross reference	HP:0000044		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0007912	Pulmonary Embolism	oio:hasDbXref	database cross reference	HP:0002204		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000112	Beta Thalassemia Intermedia	oio:hasDbXref	database cross reference	ORPHA:231222		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001026	Scoliosis	oio:hasDbXref	database cross reference	HP:0002650		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001038	Sensory Neuropathy	oio:hasDbXref	database cross reference	HP:0000763		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001042	Serum Creatinine Level	oio:hasDbXref	database cross reference	CMO:0000057		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001874	Voluntary	oio:hasDbXref	database cross reference	NCIT:C74096		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000686	Leg Weakness	oio:hasDbXref	database cross reference	HP:0007340		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000382	Hepatic Complication	oio:hasDbXref	database cross reference	NCIT:C115224		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000208	Genetic Crossing Over	oio:hasDbXref	database cross reference	MESH:D003434		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000593	Hyperpigmentation	oio:hasDbXref	database cross reference	MESH:D017495		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000397	Gene Promoter	oio:hasDbXref	database cross reference	SIO:010446		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000414	Project Specific Restriction	oio:hasDbXref	database cross reference	DUO:0000027		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001198	Twin Studies as Topic	oio:hasDbXref	database cross reference	MESH:D018433		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001078	Slit-Lamp Examination	oio:hasDbXref	database cross reference	NCIT:C75583		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001103	Spontaneous Abortion	oio:hasDbXref	database cross reference	HP:0005268		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000557	Date of Diagnosis	oio:hasDbXref	database cross reference	NCIT:C164339		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001129	Supportive Therapeutics	oio:hasDbXref	database cross reference	MESH:D055512		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000881	Telephone Number	oio:hasDbXref	database cross reference	NCIT:C40978		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0300006	Information Disclosure	oio:hasDbXref	database cross reference	MESH:D030881		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001288	Cluster Headache	oio:hasDbXref	database cross reference	MESH:D003027		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001326	Flow Cytometry	oio:hasDbXref	database cross reference	BAO:0000005		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000742	Mefloquine	oio:hasDbXref	database cross reference	MESH:D015767		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000608	Abnormal Red Blood Cell Count	oio:hasDbXref	database cross reference	HP:0020058		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000446	Genetic Screening	oio:hasDbXref	database cross reference	NCIT:C92803		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0003929	Multiplex Ligation-Dependent Probe Amplification	oio:hasDbXref	database cross reference	NCIT:C116161		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000263	Cohort Studies	oio:hasDbXref	database cross reference	MESH:D015331		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000384	Diffusion Capacity of Lung	oio:hasDbXref	database cross reference	MESH:D011653		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000209	Cerebral Hemorrhage	oio:hasDbXref	database cross reference	HP:0001342		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000757	Rectal Temperature	oio:hasDbXref	database cross reference	VSO:0000033		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000236	Climate	oio:hasDbXref	database cross reference	CRISP:1035-6799		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000811	Metabolism/Homeostasis Phenotype	oio:hasDbXref	database cross reference	MP:0005376		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000822	Occupational Therapy	oio:hasDbXref	database cross reference	MESH:D009788		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000283	Abnormal Glucose Homeostasis	oio:hasDbXref	database cross reference	HP:0011014		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0003572	Consent Form	oio:hasDbXref	database cross reference	MESH:D032962		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000985	Renal Transplant	oio:hasDbXref	database cross reference	MESH:D016030		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000540	Visit Date	oio:hasDbXref	database cross reference	NCIT:C83031		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000359	Gene	oio:hasDbXref	database cross reference	NCIT:C16612		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000884	Peripheral Neuropathy	oio:hasDbXref	database cross reference	HP:0009830		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000424	Electrophoresis	oio:hasDbXref	database cross reference	MESH:D004586		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000689	Hemoglobin G-Philadelphia	oio:hasDbXref	database cross reference	LNC:LP16433-2		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000009	Hemoglobin E	oio:hasDbXref	database cross reference	MESH:D006446		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000411	Geographical Restriction	oio:hasDbXref	database cross reference	DUO:0000022		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0006790	Antibiotic Prophylaxis	oio:hasDbXref	database cross reference	NCIT:C51993		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000249	Hemoglobin Absorbance	oio:hasDbXref	database cross reference	CMO:0000507		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000139	Blood Culture	oio:hasDbXref	database cross reference	MESH:D000071997		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001055	Sickle Cell Trait	oio:hasDbXref	database cross reference	MESH:D012805		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000837	Optical Instrument	oio:hasDbXref	database cross reference	NCIT:C19228		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000699	Longitudinal Studies	oio:hasDbXref	database cross reference	MESH:D008137		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0002133	Abnormality of the Kidney	oio:hasDbXref	database cross reference	HP:0000077		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000655	Intracranial Hypertension	oio:hasDbXref	database cross reference	HP:0002516		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001087	Social Skill	oio:hasDbXref	database cross reference	MESH:D066107		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000451	Peri-Operative Pain	oio:hasDbXref	database cross reference	NCIT:C34887		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000095	Back Pain	oio:hasDbXref	database cross reference	HP:0003418		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0005287	Splenomegaly	oio:hasDbXref	database cross reference	HP:0001744		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001343	Gene Product	oio:hasDbXref	database cross reference	NCIT:C26548		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001074	Skin Ulcer	oio:hasDbXref	database cross reference	HP:0200042		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000040	Alcohol Use History	oio:hasDbXref	database cross reference	NCIT:C81229		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000624	Abnormal Mean Corpuscular Volume	oio:hasDbXref	database cross reference	HP:0025065		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000629	pg	oio:hasDbXref	database cross reference	UO:0000025		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000893	Diastolic Blood Pressure	oio:hasDbXref	database cross reference	NCIT:C25299		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000411	Eclampsia	oio:hasDbXref	database cross reference	HP:0100601		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000747	Meta-Analysis	oio:hasDbXref	database cross reference	MESH:D017418		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0005660	Anemia	oio:hasDbXref	database cross reference	HP:0001903		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001342	Gene-Environment Interaction	oio:hasDbXref	database cross reference	MESH:D059647		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000473	Clinical or Research Assessment Answer	oio:hasDbXref	database cross reference	NCIT:C91106		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000694	Liver Examination	oio:hasDbXref	database cross reference	IDODEN:0003652		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0007371	Hypochromic Anemia	oio:hasDbXref	database cross reference	HP:0001931		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000281	Continuous Ambulatory ECG	oio:hasDbXref	database cross reference	NCIT:C123446		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:1000674	Married	oio:hasDbXref	database cross reference	NCIT:C51773		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0001020	Sampling Studies	oio:hasDbXref	database cross reference	MESH:D012494		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000428	EMG Abnormality	oio:hasDbXref	database cross reference	HP:0003457		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
SCDO:0000671	Jaundice	oio:hasDbXref	database cross reference	HP:0000952		HumanCurated	http://purl.obolibrary.org/obo/scdo.owl
