subject_id	subject_label	predicate_id	predicate_label	object_id	object_label	match_type	mapping_provider
SCDO:0000207	Cerebral Edema	oio:hasDbXref	database cross reference	HP:0002181		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000012	Beta-Globin Family Members	oio:hasDbXref	database cross reference	MESH:D055544		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000177	ameliorates condition	oio:hasDbXref	database cross reference	RO:0003307		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000796	Nephrotic Syndrome	oio:hasDbXref	database cross reference	HP:0000100		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001038	Sensory Neuropathy	oio:hasDbXref	database cross reference	HP:0000763		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000822	Occupational Therapy	oio:hasDbXref	database cross reference	MESH:D009788		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001116	Study Outcome Measurement	oio:hasDbXref	database cross reference	NCIT:C93407		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000306	Hepatitis C Virus Antigen Test	oio:hasDbXref	database cross reference	NCIT:C116196		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000789	Naloxone	oio:hasDbXref	database cross reference	MESH:D009270		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000666	Abnormality of Alkaline Phosphatase Level	oio:hasDbXref	database cross reference	HP:0004379		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0004437	Mesenteric Venous Thrombosis	oio:hasDbXref	database cross reference	HP:0030248		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000011	Hemoglobin Subunit Delta	oio:hasDbXref	database cross reference	NCIT:C84980		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000665	Abnormal Enzyme/Coenzyme Activity	oio:hasDbXref	database cross reference	HP:0012379		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0008348	Abnormality of the Skin	oio:hasDbXref	database cross reference	HP:0000951		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0009818	Abnormal Phenotype	oio:hasDbXref	database cross reference	HP:0000118		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0005758	Pyelonephritis	oio:hasDbXref	database cross reference	HP:0012330		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000210	Cerebral Vasculitis	oio:hasDbXref	database cross reference	HP:0005318		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000404	Maximum Age Value Specification	oio:hasDbXref	database cross reference	OBI:0002557		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000944	Pulse Oximeter	oio:hasDbXref	database cross reference	ERO:0000876		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001259	Gentamicin	oio:hasDbXref	database cross reference	NCIT:C519		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0003119	Erythromycin	oio:hasDbXref	database cross reference	ARO:0000006		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0004183	Hypoxia	oio:hasDbXref	database cross reference	NCIT:C3890		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0004598	Anticodon	oio:hasDbXref	database cross reference	MESH:D000926		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001347	Abnormality of the Urinary System	oio:hasDbXref	database cross reference	HP:0000079		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000902	Physiological Assay	oio:hasDbXref	database cross reference	ERO:0001292		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0005061	Renal Vein Thrombosis	oio:hasDbXref	database cross reference	NCIT:C99042		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000316	D57.2 Sickle-cell/Hb-C disease	oio:hasDbXref	database cross reference	ICD10CM:D57.2		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000305	Pulse Oximetry (Exercise)	oio:hasDbXref	database cross reference	phenX:91001		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001296	Erythrocyte Transfusion	oio:hasDbXref	database cross reference	MESH:D017707		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000200	Central Sleep Apnea	oio:hasDbXref	database cross reference	DOID:9220		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000424	Electrophoresis	oio:hasDbXref	database cross reference	MESH:D004586		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000618	Thrombocytosis	oio:hasDbXref	database cross reference	HP:0001894		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000728	Carboxyhemoglobin to Total Hemoglobin Ratio	oio:hasDbXref	database cross reference	EFO:0009203		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0009334	Neutropenia	oio:hasDbXref	database cross reference	HP:0001875		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000214	Cervical Cord Compression	oio:hasDbXref	database cross reference	HP:0002341		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001027	Secondary Healthcare	oio:hasDbXref	database cross reference	MESH:D063127		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000299	Hepatitis B Surface Antibody Test	oio:hasDbXref	database cross reference	NCIT:C74711		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000634	Increased Mean Corpuscular Hemoglobin	oio:hasDbXref	database cross reference	MP:0005561		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000830	Nail Dysplasia	oio:hasDbXref	database cross reference	HP:0002164		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001046	Sickle Cell Chronic Lung Disease	oio:hasDbXref	database cross reference	NCIT:C155312		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000686	Leg Weakness	oio:hasDbXref	database cross reference	MP:0009434		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000652	Interstitial Nephritis	oio:hasDbXref	database cross reference	DOID:1063		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000420	Electroencephalography	oio:hasDbXref	database cross reference	MESH:D004569		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0007744	Urinary Tract Infection	oio:hasDbXref	database cross reference	NCIT:C50791		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000685	Leg Ulcer	oio:hasDbXref	database cross reference	MESH:D007871		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000836	Opioid	oio:hasDbXref	database cross reference	CHEBI:35482		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001311	Extrapyramidal Symptoms	oio:hasDbXref	database cross reference	HP:0002071		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000260	Symptom Induced by Strenuous Exercise	oio:hasDbXref	database cross reference	OMIM:MTHU024836		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000707	Lymphoma	oio:hasDbXref	database cross reference	DOID:0060058		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0005733	Vitamin B12 Deficiency	oio:hasDbXref	database cross reference	DOID:0050731		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000846	Otitis Media	oio:hasDbXref	database cross reference	HP:0000388		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000595	Hyperthyroidism	oio:hasDbXref	database cross reference	HP:0000836		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0007091	Cholelithiasis	oio:hasDbXref	database cross reference	HP:0001081		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000174	condition ameliorated by	oio:hasDbXref	database cross reference	RO:0003310		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000617	Immunological Assay	oio:hasDbXref	database cross reference	NCIT:C16723		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000372	Abnormal Delivery	oio:hasDbXref	database cross reference	HP:0001787		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000506	Hematopoietic Stem Cell Transplantation	oio:hasDbXref	database cross reference	MESH:D018380		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001293	Developmental Delay	oio:hasDbXref	database cross reference	NCIT:C116942		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000382	Diet, Food, and Nutrition	oio:hasDbXref	database cross reference	MESH:D000066888		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001337	Frontal Bossing	oio:hasDbXref	database cross reference	HP:0002007		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001254	Xylometazoline	oio:hasDbXref	database cross reference	DRON:00017565		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001091	Socioeconomic Status	oio:hasDbXref	database cross reference	APAONTO:Socioeconomic_Status		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000835	Ophthalmoscopy	oio:hasDbXref	database cross reference	MESH:D009887		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000746	Mental Health	oio:hasDbXref	database cross reference	MESH:D008603		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0007912	Pulmonary Embolism	oio:hasDbXref	database cross reference	HP:0002204		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001073	Skin Rash	oio:hasDbXref	database cross reference	HP:0000988		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000367	Geographic Area	oio:hasDbXref	database cross reference	NCIT:C16632		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000846	Otitis Media	oio:hasDbXref	database cross reference	DOID:10754		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000388	Disaster	oio:hasDbXref	database cross reference	MESH:D004190		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0003769	Ventricular Tachycardia	oio:hasDbXref	database cross reference	HP:0004756		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000550	Hemoglobin Trait	oio:hasDbXref	database cross reference	NCIT:C95534		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000435	Injury	oio:hasDbXref	database cross reference	NCIT:C3671		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0003089	Lethargy	oio:hasDbXref	database cross reference	HP:0001254		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000888	Increased Hemoglobin F	oio:hasDbXref	database cross reference	HP:0011904		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000422	Electron Microscope	oio:hasDbXref	database cross reference	OBI:0000990		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000256	obsolete Clinical Trial, Phase II	oio:hasDbXref	database cross reference	MESH:D017427		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000255	obsolete Clinical Trial, Phase I	oio:hasDbXref	database cross reference	MESH:D017426		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000419	User Specific Restriction	oio:hasDbXref	database cross reference	DUO:0000026		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000531	Date of Signing Consent	oio:hasDbXref	database cross reference	ICO:0000036		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000606	Ibuprofen	oio:hasDbXref	database cross reference	NCIT:C561		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000057	Deoxygenated Hemoglobin	oio:hasDbXref	database cross reference	NCIT:C126121		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000066	Antihistamine	oio:hasDbXref	database cross reference	MESH:D006633		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000250	Abnormal Molecular Function	oio:hasDbXref	database cross reference	FYPO:0000707		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000057	Anti-Inflammatory Agent	oio:hasDbXref	database cross reference	MESH:D000893		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0002106	Splenic Infarction	oio:hasDbXref	database cross reference	EFO:1001190		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001234	Virus	oio:hasDbXref	database cross reference	MESH:D014780		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001009	Retinal Examination	oio:hasDbXref	database cross reference	NCIT:C101217		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001144	Thalassemia	oio:hasDbXref	database cross reference	NCIT:C35069		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000737	Medical Outcomes Study (MOS) Social Support Survey	oio:hasDbXref	database cross reference	NCIT:C110969		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001115	Study Design	oio:hasDbXref	database cross reference	NCIT:C15320		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0003118	Hyperbilirubinemia	oio:hasDbXref	database cross reference	NCIT:C27088		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001344	Gene Therapy	oio:hasDbXref	database cross reference	NCIT:C15238		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0009838	Pneumonia	oio:hasDbXref	database cross reference	HP:0002090		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000744	Meningitis	oio:hasDbXref	database cross reference	HP:0001287		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0005464	Myocardial Ischemia	oio:hasDbXref	database cross reference	EFO:1001375		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001026	Scoliosis	oio:hasDbXref	database cross reference	HP:0002650		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000447	Genetic Service	oio:hasDbXref	database cross reference	MESH:D033142		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001272	Reticulocytosis	oio:hasDbXref	database cross reference	HP:0001923		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000589	Hyperkeratosis	oio:hasDbXref	database cross reference	HP:0000962		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000703	Decreased Circulating LDL Cholesterol Level	oio:hasDbXref	database cross reference	MP:0000183		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000760	Abnormal Body Temperature	oio:hasDbXref	database cross reference	MP:0005535		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000407	Data Sharing Agreement	oio:hasDbXref	database cross reference	ICO:0000293		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000343	Delta Beta Thalassemia	oio:hasDbXref	database cross reference	ORPHA:231237		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000561	Refused	oio:hasDbXref	database cross reference	OPMI:0000027		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000322	D57.3 Sickle-cell trait	oio:hasDbXref	database cross reference	ICD10CM:D57.3		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000278	obsolete Consensus Development Conference, NIH	oio:hasDbXref	database cross reference	MESH:D016447		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000742	Mefloquine	oio:hasDbXref	database cross reference	MESH:D015767		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000693	Liver Biopsy	oio:hasDbXref	database cross reference	NCIT:C51677		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000319	D57.211 Sickle-cell/Hb-C disease with acute chest syndrome	oio:hasDbXref	database cross reference	ICD10CM:D57.211		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001368	Autosomal Recessive	oio:hasDbXref	database cross reference	HP:0000007		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000563	High-Performance Liquid Chromatography	oio:hasDbXref	database cross reference	CHMO:0001009		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000201	Cerebellar Hemorrhage	oio:hasDbXref	database cross reference	HP:0011695		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001219	Urticaria	oio:hasDbXref	database cross reference	HP:0001025		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000155	deprecated-Bone Sclerosis	oio:hasDbXref	database cross reference	MESH:D010026		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000557	Date of Diagnosis	oio:hasDbXref	database cross reference	NCIT:C164339		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000721	mmHg	oio:hasDbXref	database cross reference	UO:0000272		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000620	g/dL	oio:hasDbXref	database cross reference	NCIT:C64783		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000208	Genetic Crossing Over	oio:hasDbXref	database cross reference	MESH:D003434		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000425	Elevated Hepatic Iron Concentration	oio:hasDbXref	database cross reference	HP:0012465		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000839	Osteomalacia	oio:hasDbXref	database cross reference	DOID:10573		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000588	Hyperkalemia	oio:hasDbXref	database cross reference	MESH:D006947		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0002700	Thrombocytopenia	oio:hasDbXref	database cross reference	HP:0001873		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000683	Abnormal Lactate Dehydrogenase Level	oio:hasDbXref	database cross reference	HP:0045040		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0002729	Failure to Thrive	oio:hasDbXref	database cross reference	HP:0001508		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000578	Hydrops Fetalis	oio:hasDbXref	database cross reference	HP:0001789		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0005243	Comparative Genomic Hybridisation	oio:hasDbXref	database cross reference	MESH:D055028		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0009698	Abnormality of the Nervous System	oio:hasDbXref	database cross reference	HP:0000707		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000863	Pallor	oio:hasDbXref	database cross reference	HP:0000980		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0009017	Hemolysis	oio:hasDbXref	database cross reference	MP:0010163		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000632	Increased Susceptibility to Bacterial Infection	oio:hasDbXref	database cross reference	MP:0002412		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000635	Decreased Mean Corpuscular Hemoglobin Concentration	oio:hasDbXref	database cross reference	MP:0005642		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000442	Generalised Anxiety Disorder Questionnaire (GAD-7)	oio:hasDbXref	database cross reference	NCIT:C88893		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001105	Steroid-Resistant Nephrotic Syndrome	oio:hasDbXref	database cross reference	HP:0012588		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0004277	Assent	oio:hasDbXref	database cross reference	ICO:0000143		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000374	Abnormality of Skin Morphology	oio:hasDbXref	database cross reference	HP:0011121		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000211	Cerebral Venous Thrombosis	oio:hasDbXref	database cross reference	HP:0005305		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000025	Adjuvant	oio:hasDbXref	database cross reference	CHEBI:60809		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000331	Epilepsy Screener - Child/Proxy	oio:hasDbXref	database cross reference	phenX:130402		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000311	D57 Sickle-Cell Disorders	oio:hasDbXref	database cross reference	ICD10CM:D57		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000413	Not for Profit Use Only	oio:hasDbXref	database cross reference	DUO:0000018		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0300004	Epidemiologic Study Characteristics	oio:hasDbXref	database cross reference	MESH:D016020		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000093	Adverse Event (AE)	oio:hasDbXref	database cross reference	OAE:0000001		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000471	has curation status	oio:hasDbXref	database cross reference	IAO:0000114		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001245	Whole Body Morphological Measurement	oio:hasDbXref	database cross reference	CMO:0000011		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000823	Edema	oio:hasDbXref	database cross reference	HP:0000969		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0001099	Spirometer	oio:hasDbXref	database cross reference	ERO:0000452		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0007087	Informed Consent	oio:hasDbXref	database cross reference	MESH:D007258		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000402	Drug-Induced Neuropathy AE	oio:hasDbXref	database cross reference	OAE:0000165		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000413	Ectopic Pregnancy	oio:hasDbXref	database cross reference	MP:0009668		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000366	Diabetes Insipidus	oio:hasDbXref	database cross reference	HP:0000873		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:0000759	Migraine	oio:hasDbXref	database cross reference	HP:0002076		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
SCDO:1000004	Renal Replacement Therapy	oio:hasDbXref	database cross reference	MESH:D017582		SSSOMC:HumanCurated	http://scdontology.h3abionet.org/ontology/scdo.owl
